ID,predicted_price
TR-181,1.5592625
TR-182,0.9882498
TR-183,5.0216174
TR-184,1.3069894
TR-185,1.3535429
TR-186,1.7896953
TR-187,1.0796392
TR-188,2.0570512
TR-189,2.7073147
TR-190,2.2672281
TR-191,1.1530722
TR-192,1.3060002
TR-193,2.1953113
TR-194,2.0566187
TR-195,0.99515766
TR-196,1.223185
TR-197,1.5176138
TR-198,2.3840175
TR-199,1.9145654
TR-200,0.80711955
TR-201,3.85202
TR-202,1.3623925
TR-203,1.2854377
TR-204,1.6076167
TR-205,4.606319
TR-206,1.3456352
TR-207,4.389961
TR-208,0.98314387
TR-209,1.0289952
TR-210,0.7810074
TR-211,2.8932545
TR-212,1.1906757
TR-213,5.4383135
TR-214,9.442121
TR-215,2.7469897
TR-216,1.7083216
TR-217,2.1608222
TR-218,2.9866905
TR-219,1.039547
TR-220,1.0012257
TR-221,1.2537419
TR-222,2.0733323
TR-223,1.355568
TR-224,0.87337404
TR-225,1.1268605
TR-226,1.468096
TR-227,2.5288851
TR-228,1.7706267
TR-229,2.3211694
TR-230,0.8512375
TR-231,0.89604056
TR-232,1.6438633
TR-233,1.2497479
TR-234,1.1363274
TR-235,5.6754007
TR-236,2.131098
TR-237,2.4609935
TR-238,1.2180617
TR-239,2.9830985
TR-240,2.6367486
TR-241,3.8408053
TR-242,2.1214166
TR-243,2.5501945
TR-244,1.4552855
TR-245,2.5198872
TR-246,0.8352273
TR-247,0.9850819
TR-248,5.0823846
TR-249,1.4680138
TR-250,1.6233119
TR-251,1.2085909
TR-252,2.3947527
TR-253,0.8816226
TR-254,1.6840854
TR-255,1.9343343
TR-256,1.3206259
TR-257,3.074663
TR-258,1.5571215
TR-259,1.4425285
TR-260,1.4417974
TR-261,2.1890807
TR-262,1.8436953
TR-263,2.0612762
TR-264,3.0181737
TR-265,3.3574574
TR-266,1.8544185
TR-267,1.5653973
TR-268,0.94162893
TR-269,2.1778731
TR-270,1.8727754
TR-271,1.358449
TR-272,1.0678201
TR-273,1.2885846
TR-274,1.2218546
TR-275,2.0775194
TR-276,3.6161058
TR-277,0.9534376
TR-278,1.0393025
TR-279,1.8700488
TR-280,2.48371
TR-281,3.9988728
TR-282,1.4588139
TR-283,1.736619
TR-284,2.07245
TR-285,1.446583
TR-286,0.70498323
TR-287,2.5328834
TR-288,2.3628278
TR-289,4.296043
TR-290,1.7001692
TR-291,1.735391
TR-292,1.9513867
TR-293,1.3839804
TR-294,1.8450077
TR-295,1.4767047
TR-296,1.5396773
TR-297,2.505074
TR-298,0.93730855
TR-299,2.4176438
TR-300,1.729824
TR-301,1.3412266
TR-302,1.5966194
TR-303,1.2558509
TR-304,1.2659589
TR-305,1.9744185
TR-306,2.1187925
TR-307,1.0359782
TR-308,1.6287519
TR-309,4.002702
TR-310,1.4685198
TR-311,1.4910176
TR-312,0.95941675
TR-313,1.691293
TR-314,2.1321042
TR-315,0.84480995
TR-316,3.2290244
TR-317,0.9005108
TR-318,1.906598
TR-319,1.6502049
TR-320,1.3816514
TR-321,2.6139803
TR-322,1.5363427
TR-323,1.8324925
TR-324,1.975533
TR-325,3.1377995
TR-326,2.17956
TR-327,1.3806244
TR-328,1.7375299
TR-329,0.9874252
TR-330,3.529421
TR-331,1.0645541
TR-332,2.2150748
TR-333,2.0009465
TR-334,4.233522
TR-335,1.7580274
TR-336,4.978262
TR-337,1.73416
TR-338,1.4983532
TR-339,1.6553178
TR-340,3.445651
TR-341,1.5518509
TR-342,2.747618
TR-343,1.4631901
TR-344,1.941863
TR-345,2.4197104
TR-346,1.9828407
TR-347,1.8016568
TR-348,2.2193213
TR-349,3.095996
TR-350,1.7262902
TR-351,3.6621633
TR-352,2.544475
TR-353,0.91305816
TR-354,1.6438684
TR-355,3.4789443
TR-356,1.5858394
TR-357,1.0772732
TR-358,1.082251
TR-359,1.0539403
TR-360,2.495316
TR-361,1.9843084
TR-362,1.0601951
TR-363,3.0454862
TR-364,2.443437
TR-365,2.9705853
TR-366,1.446428
TR-367,2.7443447
TR-368,1.4326816
TR-369,1.2561587
TR-370,1.0325358
TR-371,5.8880725
TR-372,1.3509216
TR-373,1.9087479
TR-374,1.3811265
TR-375,2.083535
TR-376,2.153637
TR-377,2.121982
TR-378,1.1962051
TR-379,1.3831931
TR-380,1.660234
TR-381,2.0430012
TR-382,1.0491893
TR-383,1.7596415
TR-384,3.384232
TR-385,2.4592814
TR-386,2.8999422
TR-387,3.393205
TR-388,3.6937475
TR-389,0.92444944
TR-390,1.5472106
TR-391,0.9450835
TR-392,0.7735694
TR-393,3.9278576
TR-394,2.770401
TR-395,2.5396185
TR-396,1.9316747
TR-397,1.2862195
TR-398,4.68134
TR-399,2.7010844
TR-400,1.2512535
TR-401,1.5796593
TR-402,3.316678
TR-403,1.8603449
TR-404,1.5437909
TR-405,1.5804279
TR-406,3.6649582
TR-407,2.9639006
TR-408,1.0490246
TR-409,2.795642
TR-410,3.179133
TR-411,2.6718125
TR-412,1.0143496
TR-413,1.0590361
TR-414,2.773758
TR-415,1.4658564
TR-416,1.5813055
TR-417,1.0113375
TR-418,2.0974832
TR-419,1.1166041
TR-420,5.364453
TR-421,0.820394
TR-422,2.4800181
TR-423,3.2118657
TR-424,1.871485
TR-425,1.1993467
TR-426,1.278893
TR-427,2.4761434
TR-428,1.9237458
TR-429,0.81237906
TR-430,1.9070514
TR-431,2.0205088
TR-432,4.494712
TR-433,1.6337931
TR-434,4.990171
TR-435,1.4011074
TR-436,1.505727
TR-437,2.0197775
TR-438,1.6213113
TR-439,2.6065955
TR-440,1.8605374
TR-441,1.5147965
TR-442,1.7469501
TR-443,0.757542
TR-444,4.738115
TR-445,2.0000885
TR-446,2.9058049
TR-447,2.8318977
TR-448,0.97219324
TR-449,1.3239344
TR-450,1.4841129
TR-451,0.92969126
TR-452,1.4026335
TR-453,1.9148939
TR-454,1.7707565
TR-455,1.3350682
TR-456,2.0678434
TR-457,1.5084552
TR-458,2.8906293
TR-459,1.9498245
TR-460,0.9053737
TR-461,1.1862731
TR-462,1.9836445
TR-463,1.8167973
TR-464,1.5400035
TR-465,0.9610935
TR-466,2.1888373
TR-467,2.0847194
TR-468,1.6861464
TR-469,1.6460541
TR-470,2.5165708
TR-471,2.3723323
TR-472,1.3569233
TR-473,3.4546194
TR-474,4.2443376
TR-475,1.6633456
TR-476,3.1054711
TR-477,1.4468709
TR-478,1.5313927
TR-479,1.556181
TR-480,2.680048
TR-481,1.6577245
TR-482,2.1297596
TR-483,3.6753204
TR-484,1.0037575
TR-485,2.5876107
TR-486,1.6429768
TR-487,2.9149957
TR-488,1.8072126
TR-489,1.6217924
TR-490,1.5138285
TR-491,2.4266207
TR-492,1.2827389
TR-493,3.0679042
TR-494,2.366523
TR-495,4.0419364
TR-496,1.5324419
TR-497,1.596063
TR-498,1.9072672
TR-499,3.9390004
TR-500,2.295152
TR-501,2.247302
TR-502,2.2928188
TR-503,1.3595753
TR-504,1.6716294
TR-505,1.8354709
TR-506,2.1096945
TR-507,2.0699167
TR-508,1.6542858
TR-509,0.9027235
TR-510,1.0509198
TR-511,1.7971654
TR-512,2.5082998
TR-513,6.347669
TR-514,3.5010912
TR-515,2.2413363
TR-516,3.3479774
TR-517,2.2340903
TR-518,1.825752
TR-519,1.7010272
TR-520,1.5350358
TR-521,1.2203573
TR-522,2.9768264
TR-523,2.1304924
TR-524,1.2151268
TR-525,2.104672
TR-526,2.088359
TR-527,1.0378895
TR-528,1.4009461
TR-529,1.2440367
TR-530,1.1271967
TR-531,2.6976247
TR-532,1.1099242
TR-533,1.2746615
TR-534,2.0522258
TR-535,1.7304896
TR-536,1.3996437
TR-537,1.9026613
TR-538,3.6873808
TR-539,1.8776174
TR-540,1.4780649
TR-541,2.9036405
TR-542,3.1701086
TR-543,2.4377267
TR-544,1.7540284
TR-545,1.3478917
TR-546,2.5639808
TR-547,1.8509127
TR-548,2.538651
TR-549,1.2982479
TR-550,1.034855
TR-551,1.8588599
TR-552,6.6793203
TR-553,1.5644937
TR-554,1.4724964
TR-555,3.376794
TR-556,2.421579
TR-557,1.0680796
TR-558,1.3432562
TR-559,2.228807
TR-560,1.0205462
TR-561,3.1945312
TR-562,1.8592701
TR-563,1.9374948
TR-564,1.9862759
TR-565,3.1358016
TR-566,2.627422
TR-567,1.9711517
TR-568,2.4713829
TR-569,2.2832212
TR-570,1.4315258
TR-571,1.2739666
TR-572,2.0746307
TR-573,4.287415
TR-574,1.7334349
TR-575,1.6302716
TR-576,1.396215
TR-577,3.4469821
TR-578,0.89608
TR-579,4.3124366
TR-580,1.782558
TR-581,1.5828707
TR-582,2.2903671
TR-583,0.89619005
TR-584,1.6560078
TR-585,2.243926
TR-586,1.5824704
TR-587,1.420574
TR-588,2.1609716
TR-589,1.1139508
TR-590,1.4266492
TR-591,1.1674037
TR-592,4.131655
TR-593,1.484819
TR-594,0.90270895
TR-595,1.3477082
TR-596,2.0945494
TR-597,1.404913
TR-598,3.9736962
TR-599,2.3865361
TR-600,2.187902
TR-601,3.3942509
TR-602,2.693844
TR-603,1.8158678
TR-604,1.1078
TR-605,2.514882
TR-606,2.451993
TR-607,1.2575992
TR-608,2.0747395
TR-609,2.498544
TR-610,1.4757713
TR-611,3.0884032
TR-612,1.3390467
TR-613,1.9670979
TR-614,2.9391165
TR-615,1.6605873
TR-616,1.2614125
TR-617,1.6980587
TR-618,1.4976078
TR-619,0.89565986
TR-620,1.4800584
TR-621,1.9548109
TR-622,3.4162548
TR-623,1.8511109
TR-624,1.7262803
TR-625,3.5590107
TR-626,1.1937002
TR-627,1.1687672
TR-628,1.0859036
TR-629,1.0684804
TR-630,1.4164648
TR-631,1.3685821
TR-632,1.2883412
TR-633,1.3836905
TR-634,2.001017
TR-635,1.5944775
TR-636,2.6820774
TR-637,0.99695003
TR-638,2.1631062
TR-639,1.2279762
TR-640,3.7453768
TR-641,1.3904419
TR-642,1.9721713
TR-643,1.4697236
TR-644,1.1122538
TR-645,1.6378698
TR-646,0.9827578
TR-647,1.65085
TR-648,1.9487982
TR-649,1.2443377
TR-650,1.6724775
TR-651,4.597064
TR-652,1.4601829
TR-653,2.4052298
TR-654,1.9906815
TR-655,0.9489334
TR-656,1.9818048
TR-657,2.100781
TR-658,2.0087895
TR-659,0.9814376
TR-660,1.545277
TR-661,3.2560892
TR-662,1.4354511
TR-663,3.3122833
TR-664,2.1080604
TR-665,1.8082049
TR-666,1.493711
TR-667,0.72942483
TR-668,2.0136669
TR-669,1.4118766
TR-670,1.1539674
TR-671,1.719941
TR-672,4.3453226
TR-673,0.97588193
TR-674,2.6084745
TR-675,1.7507671
TR-676,1.1229966
TR-677,1.6043489
TR-678,3.489075
TR-679,3.0561554
TR-680,1.9835088
TR-681,1.4116588
TR-682,2.9940817
TR-683,0.85237074
TR-684,1.0406704
TR-685,1.2751238
TR-686,1.547395
TR-687,1.6867603
TR-688,1.6917049
TR-689,2.838143
TR-690,1.3652738
TR-691,1.3129439
TR-692,1.0284696
TR-693,1.7567953
TR-694,0.83066267
TR-695,2.5644057
TR-696,2.9509394
TR-697,1.7285895
TR-698,1.5065938
TR-699,0.8061332
TR-700,2.539676
TR-701,1.2766844
TR-702,1.6415994
TR-703,2.3892045
TR-704,2.2890205
TR-705,3.1302106
TR-706,3.2846646
TR-707,2.363456
TR-708,3.5027099
TR-709,1.7407855
TR-710,3.0376508
TR-711,0.98931074
TR-712,1.23597
TR-713,0.99984205
TR-714,0.8983261
TR-715,2.2342205
TR-716,3.1548166
TR-717,1.0756984
TR-718,1.8456407
TR-719,2.2722282
TR-720,1.9398916
TR-721,3.1644917
TR-722,2.2670991
TR-723,1.6922619
TR-724,1.0945739
TR-725,1.2972436
TR-726,1.0524434
TR-727,1.1264942
TR-728,2.1043835
TR-729,0.8142258
TR-730,1.1774261
TR-731,1.109488
TR-732,3.9775405
TR-733,1.4359151
TR-734,1.3936558
TR-735,2.9373825
TR-736,1.0805992
TR-737,2.2453144
TR-738,1.5055972
TR-739,1.5044205
TR-740,1.8716401
TR-741,1.8598891
TR-742,2.386436
TR-743,1.8205311
TR-744,3.7713387
TR-745,4.3487115
TR-746,3.7852855
TR-747,1.3192043
TR-748,1.8651773
TR-749,2.563161
TR-750,4.242534
TR-751,1.2108531
TR-752,1.102454
TR-753,2.2954628
TR-754,1.5831273
TR-755,1.5492678
TR-756,1.4920954
TR-757,1.2292602
TR-758,2.7320528
TR-759,1.3934733
TR-760,1.9827636
TR-761,1.4679595
TR-762,2.0304792
TR-763,1.654142
TR-764,2.5170155
TR-765,1.4192803
TR-766,2.1524417
TR-767,2.519767
TR-768,3.6365943
TR-769,1.7956334
TR-770,7.3189187
TR-771,1.4063222
TR-772,3.1281526
TR-773,1.6039146
TR-774,1.1745769
TR-775,2.1974158
TR-776,1.9917344
TR-777,2.0737245
TR-778,0.93510896
TR-779,3.5380452
TR-780,1.6459333
TR-781,2.287753
TR-782,1.4554338
TR-783,2.6119337
TR-784,2.6582983
TR-785,1.7285727
TR-786,3.16442
TR-787,0.91341275
TR-788,1.1044877
TR-789,2.1085384
TR-790,1.7683876
TR-791,3.563465
TR-792,2.3422952
TR-793,1.4122761
TR-794,1.6327007
TR-795,2.3762355
TR-796,1.0752448
TR-797,1.1822307
TR-798,2.6024363
TR-799,1.7894145
TR-800,1.5600079
TR-801,1.6166153
TR-802,3.1812668
TR-803,4.0825167
TR-804,1.7926148
TR-805,1.5996656
TR-806,3.8332517
TR-807,2.3007572
TR-808,0.86360526
TR-809,0.95753247
TR-810,2.4248087
TR-811,1.2281909
TR-812,0.699927
TR-813,1.0928103
TR-814,1.065802
TR-815,1.6973947
TR-816,2.2961087
TR-817,1.4621322
TR-818,4.0070243
TR-819,1.4920954
TR-820,2.5431702
TR-821,1.7438815
TR-822,4.7411723
TR-823,1.8529991
TR-824,2.0175464
TR-825,1.7575406
TR-826,2.7758296
TR-827,1.1514632
TR-828,3.5787163
TR-829,2.0388722
TR-830,1.1028497
TR-831,1.9290845
TR-832,4.0937395
TR-833,4.518706
TR-834,1.0951906
TR-835,1.4170555
TR-836,1.1296629
TR-837,1.9024168
TR-838,2.7033653
TR-839,1.1724318
TR-840,1.9997536
TR-841,1.135903
TR-842,1.6459112
TR-843,1.3235582
TR-844,1.4819281
TR-845,1.5023891
TR-846,1.7818596
TR-847,1.2700828
TR-848,1.4657638
TR-849,1.6055595
TR-850,2.3113513
TR-851,2.09124
TR-852,1.2127963
TR-853,1.0562725
TR-854,0.8044572
TR-855,1.1890794
TR-856,1.1129813
TR-857,0.8779642
TR-858,1.3710365
TR-859,3.6655595
TR-860,3.5578978
TR-861,2.570003
TR-862,1.2886281
TR-863,1.8750025
TR-864,2.4745502
TR-865,2.5720003
TR-866,2.1030855
TR-867,2.5062273
TR-868,1.4441979
TR-869,1.7814164
TR-870,1.7799355
TR-871,3.1296277
TR-872,1.967626
TR-873,1.2976407
TR-874,1.4632215
TR-875,2.439814
TR-876,1.2119479
TR-877,1.1572896
TR-878,4.1133475
TR-879,2.4064016
TR-880,1.2930138
TR-881,2.055461
TR-882,1.666452
TR-883,0.98605275
TR-884,2.4326632
TR-885,1.890874
TR-886,2.8503172
TR-887,1.255197
TR-888,1.2254311
TR-889,0.95375204
TR-890,3.5090353
TR-891,1.0266457
TR-892,1.8661616
TR-893,3.3787246
TR-894,1.220106
TR-895,1.8338553
TR-896,4.007405
TR-897,2.1314437
TR-898,1.8417561
TR-899,2.5871983
TR-900,2.0799246
TR-901,1.9084549
TR-902,1.8923979
TR-903,1.3249346
TR-904,0.83158547
TR-905,1.660772
TR-906,3.144707
TR-907,1.8340527
TR-908,3.7864106
TR-909,5.502304
TR-910,3.103551
TR-911,2.6699927
TR-912,1.7486316
TR-913,2.6766858
TR-914,1.0198115
TR-915,1.8524046
TR-916,0.87090915
TR-917,0.95673645
TR-918,3.4311066
TR-919,0.90563715
TR-920,3.4489555
TR-921,1.3338856
TR-922,1.0292056
TR-923,1.3934786
TR-924,1.0992177
TR-925,1.0651084
TR-926,2.2282088
TR-927,1.0661417
TR-928,1.9883393
TR-929,2.914936
TR-930,1.6505466
TR-931,0.6953166
TR-932,1.6767783
TR-933,2.9482963
TR-934,1.3440924
TR-935,2.3061419
TR-936,2.949611
TR-937,1.1488162
TR-938,1.4573374
TR-939,1.3993096
TR-940,2.709205
TR-941,4.613253
TR-942,1.8482534
TR-943,1.5861907
TR-944,1.6935066
TR-945,1.6977104
TR-946,2.555742
TR-947,2.504367
TR-948,1.828622
TR-949,1.6448493
TR-950,1.4348598
TR-951,2.64533
TR-952,1.5993692
TR-953,3.7133663
TR-954,1.1335993
TR-955,1.7156578
TR-956,1.6885391
TR-957,1.8820711
TR-958,2.3031063
TR-959,2.1914046
TR-960,2.0469568
TR-961,1.1281193
TR-962,2.7296224
TR-963,1.5859581
TR-964,1.1490686
TR-965,2.029034
TR-966,1.608055
TR-967,3.816073
TR-968,0.89706254
TR-969,1.1706815
TR-970,1.6771088
TR-971,2.0506845
TR-972,1.032007
TR-973,2.2954001
TR-974,2.0910401
TR-975,1.6818758
TR-976,1.7310919
TR-977,1.3854249
TR-978,1.0360804
TR-979,1.1489735
TR-980,0.91441256
TR-981,1.8563554
TR-982,1.9085467
TR-983,2.337586
TR-984,1.5238597
TR-985,2.2406564
TR-986,1.0986121
TR-987,2.3503666
TR-988,2.9006069
TR-989,0.6732529
TR-990,1.6235884
TR-991,1.7695394
TR-992,1.5128002
TR-993,4.559165
TR-994,1.3762852
TR-995,1.477981
TR-996,2.7738447
TR-997,4.004708
TR-998,1.4019536
TR-999,1.170497
TR-1000,2.5146317
TR-1001,1.5404131
TR-1002,1.8752048
TR-1003,1.410463
TR-1004,1.5765715
TR-1005,2.7330744
TR-1006,2.154655
TR-1007,4.8868275
TR-1008,1.3913254
TR-1009,1.2572049
TR-1010,1.431785
TR-1011,1.5634891
TR-1012,1.4047037
TR-1013,4.5933948
TR-1014,1.290992
TR-1015,1.3793893
TR-1016,1.750439
TR-1017,1.8805485
TR-1018,0.9305068
TR-1019,1.3861309
TR-1020,1.7408452
TR-1021,2.1826105
TR-1022,6.331
TR-1023,2.17975
TR-1024,0.81521016
TR-1025,4.3574333
TR-1026,0.88935584
TR-1027,2.7845569
TR-1028,1.7167306
TR-1029,1.1092384
TR-1030,0.9249203
TR-1031,0.47463587
TR-1032,0.8131951
TR-1033,2.1251295
TR-1034,0.6989238
TR-1035,0.977651
TR-1036,1.8957223
TR-1037,4.341048
TR-1038,1.6806896
TR-1039,1.57785
TR-1040,2.4484832
TR-1041,3.129489
TR-1042,1.413337
TR-1043,2.3106308
TR-1044,1.4376473
TR-1045,3.2492914
TR-1046,3.038948
TR-1047,2.0138483
TR-1048,1.0007273
TR-1049,1.7037517
TR-1050,2.0877857
TR-1051,1.3282155
TR-1052,1.9771256
TR-1053,1.4850429
TR-1054,1.6150944
TR-1055,2.033741
TR-1056,1.4428275
TR-1057,0.9576488
TR-1058,2.1423018
TR-1059,1.8414044
TR-1060,1.3354241
TR-1061,0.96121883
TR-1062,2.5025811
TR-1063,1.6419685
TR-1064,1.1811376
TR-1065,1.7077047
TR-1066,2.3546453
TR-1067,4.518706
TR-1068,1.5661666
TR-1069,0.8756988
TR-1070,1.0393633
TR-1071,1.9238323
TR-1072,1.60409
TR-1073,3.1896129
TR-1074,1.060085
TR-1075,2.3189235
TR-1076,1.9293251
TR-1077,3.8049958
TR-1078,1.0985976
TR-1079,1.798949
TR-1080,0.97467697
TR-1081,2.1269028
TR-1082,1.4078882
TR-1083,1.9189196
TR-1084,3.1097107
TR-1085,3.2381794
TR-1086,1.3772111
TR-1087,2.1562257
TR-1088,1.4425014
TR-1089,1.4011686
TR-1090,4.227988
TR-1091,2.3762753
TR-1092,2.0254884
TR-1093,2.4168735
TR-1094,4.363704
TR-1095,0.97840863
TR-1096,2.0856247
TR-1097,1.8656801
TR-1098,1.4452877
TR-1099,1.461287
TR-1100,1.0887573
TR-1101,1.2002789
TR-1102,1.1091337
TR-1103,1.0969177
TR-1104,1.6716092
TR-1105,1.004425
TR-1106,3.9080806
TR-1107,2.3024416
TR-1108,1.0856503
TR-1109,3.1133206
TR-1110,1.7970687
TR-1111,1.9947828
TR-1112,1.0198308
TR-1113,2.2270753
TR-1114,1.7431458
TR-1115,3.6282475
TR-1116,1.3215977
TR-1117,2.04629
TR-1118,0.83612263
TR-1119,0.86541355
TR-1120,0.9143599
TR-1121,1.1900438
TR-1122,1.4604051
TR-1123,1.8216296
TR-1124,1.6323434
TR-1125,2.2213986
TR-1126,1.456985
TR-1127,2.212468
TR-1128,1.41106
TR-1129,0.9725138
TR-1130,1.0399581
TR-1131,2.3824222
TR-1132,1.0582246
TR-1133,1.6736349
TR-1134,2.0008688
TR-1135,1.2870471
TR-1136,1.4423529
TR-1137,0.84874916
TR-1138,1.560717
TR-1139,0.9755262
TR-1140,1.1042752
TR-1141,1.930105
TR-1142,1.3492968
TR-1143,2.5026293
TR-1144,2.6869764
TR-1145,3.3942268
TR-1146,2.934692
TR-1147,0.9459007
TR-1148,2.5198884
TR-1149,1.428969
TR-1150,1.1551695
TR-1151,1.1965734
TR-1152,5.468432
TR-1153,0.9158774
TR-1154,1.8568555
TR-1155,2.361875
TR-1156,1.2590469
TR-1157,1.300041
TR-1158,2.1865606
TR-1159,2.1622148
TR-1160,1.936234
TR-1161,2.7549045
TR-1162,1.4438971
TR-1163,2.1655524
TR-1164,0.925615
TR-1165,4.2248216
TR-1166,1.0885738
TR-1167,2.3939977
TR-1168,1.476417
TR-1169,0.9653604
TR-1170,1.790972
TR-1171,1.9364775
TR-1172,0.99726826
TR-1173,1.7757989
TR-1174,1.2230301
TR-1175,1.7148234
TR-1176,1.0332865
TR-1177,1.4510804
TR-1178,1.881191
TR-1179,1.0712624
TR-1180,3.578682
TR-1181,4.0760674
TR-1182,1.2572509
TR-1183,1.9204979
TR-1184,1.235282
TR-1185,1.9937017
TR-1186,1.6360993
TR-1187,1.5583726
TR-1188,0.6679634
TR-1189,1.3031392
TR-1190,0.98995274
TR-1191,2.250445
TR-1192,1.0304368
TR-1193,1.3465556
TR-1194,2.3106441
TR-1195,0.9824538
TR-1196,2.0044763
TR-1197,4.4053044
TR-1198,1.3767517
TR-1199,1.4237854
TR-1200,2.1937392
TR-1201,2.7084894
TR-1202,1.3875856
TR-1203,1.2523353
TR-1204,1.9162587
TR-1205,1.1573744
TR-1206,2.1469984
TR-1207,1.3162415
TR-1208,0.8070037
TR-1209,1.681461
TR-1210,1.1908308
TR-1211,1.812747
TR-1212,1.1259017
TR-1213,1.4046828
TR-1214,2.5947433
TR-1215,1.3650565
TR-1216,2.772911
TR-1217,2.3980281
TR-1218,1.737246
TR-1219,3.5886352
TR-1220,3.325688
TR-1221,2.2483242
TR-1222,1.9701476
TR-1223,1.9383726
TR-1224,1.299295
TR-1225,2.0600648
TR-1226,1.4685866
TR-1227,1.9659158
TR-1228,1.1002661
TR-1229,1.6564273
TR-1230,3.8727956
TR-1231,2.374882
TR-1232,1.2676455
TR-1233,0.8292117
TR-1234,1.7924795
TR-1235,2.1125774
TR-1236,3.3439672
TR-1237,1.0745912
TR-1238,2.5225685
TR-1239,1.4289653
TR-1240,1.724113
TR-1241,2.177277
TR-1242,3.0772915
TR-1243,1.6702977
TR-1244,1.8801295
TR-1245,1.6197264
TR-1246,2.2375383
TR-1247,4.7134237
TR-1248,1.2481846
TR-1249,1.5567732
TR-1250,2.103887
TR-1251,1.5106338
TR-1252,1.6179283
TR-1253,1.2202163
TR-1254,1.4947182
TR-1255,2.2630627
TR-1256,0.92946786
TR-1257,1.1095448
TR-1258,2.300282
TR-1259,3.5106936
TR-1260,1.3687401
TR-1261,2.0365796
TR-1262,3.5346515
TR-1263,2.2297745
TR-1264,1.307699
TR-1265,2.7110982
TR-1266,2.4893765
TR-1267,1.5404743
